TIME,X,Y,Z
81206,0.00,-0.01,-0.01
81234,0.00,-0.01,-0.01
81272,0.00,-0.02,-0.01
81300,0.00,-0.01,-0.01
81328,0.00,-0.01,-0.01
81356,0.00,-0.01,-0.01
81384,0.00,-0.01,-0.01
81412,0.00,-0.01,-0.01
81440,0.00,-0.01,-0.01
81471,0.00,-0.01,-0.01
81500,0.00,-0.01,-0.01
81528,0.00,-0.01,-0.01
81556,0.00,-0.01,-0.01
81587,0.00,-0.01,-0.01
81615,0.00,-0.01,-0.01
81646,0.00,-0.01,-0.01
81675,0.00,-0.02,-0.01
81703,0.00,-0.02,-0.01
81731,0.00,-0.01,-0.01
81760,0.00,-0.02,-0.01
81788,0.00,-0.02,-0.01
81816,0.00,-0.01,-0.01
81847,0.00,-0.01,-0.01
81875,0.00,-0.01,-0.01
81904,0.00,-0.01,-0.01
81932,0.00,-0.01,-0.01
81960,0.00,-0.01,-0.01
81989,0.00,-0.01,-0.01
82019,0.00,-0.01,-0.01
82047,0.00,-0.01,-0.01
82076,0.00,-0.01,-0.01
82104,0.00,-0.01,-0.01
82132,0.00,-0.01,-0.01
82161,0.00,-0.02,-0.01
82189,0.00,-0.01,-0.01
82220,0.00,-0.01,-0.01
82248,0.00,-0.01,-0.01
82276,0.00,-0.01,-0.01
82305,0.00,-0.01,-0.01
82333,0.00,-0.01,-0.01
82361,0.00,-0.01,-0.01
82395,0.00,-0.01,-0.01
82424,0.00,-0.01,-0.01
82454,0.00,-0.01,-0.01
82482,0.00,-0.01,-0.01
82511,0.00,-0.01,-0.01
82539,0.00,-0.01,-0.01
82570,0.00,-0.02,-0.01
82598,0.00,-0.01,-0.01
82626,0.00,-0.01,-0.01
82654,0.00,-0.01,-0.01
82683,0.00,-0.01,-0.01
82711,0.00,-0.01,-0.01
82739,0.00,-0.01,-0.01
82770,0.00,-0.01,-0.01
82798,0.00,-0.01,-0.01
82826,0.00,-0.01,-0.01
82854,0.00,-0.01,-0.01
82882,0.00,-0.01,-0.01
82910,0.00,-0.01,-0.01
82941,0.00,-0.01,-0.01
82970,0.00,-0.01,-0.01
82998,0.00,-0.01,-0.01
83026,0.00,-0.01,-0.01
83055,0.00,-0.02,-0.01
83083,0.00,-0.02,-0.01
83111,0.00,-0.01,-0.01
83142,0.00,-0.01,-0.01
83170,0.00,-0.01,-0.01
83198,0.00,-0.01,-0.01
83227,0.00,-0.01,-0.01
83260,0.00,-0.01,-0.01
83290,0.00,-0.01,-0.01
83321,0.00,-0.01,-0.01
83349,0.00,-0.01,-0.01
83377,0.00,-0.02,-0.01
83406,0.00,-0.01,-0.01
83434,0.00,-0.01,-0.01
83462,0.00,-0.01,-0.01
83491,0.00,-0.01,-0.01
83521,0.00,-0.01,-0.01
83550,0.00,-0.01,-0.01
83578,0.00,-0.01,-0.01
83606,0.00,-0.01,-0.01
83634,0.00,-0.01,-0.01
83663,0.00,-0.01,-0.01
83694,0.00,-0.01,-0.01
83722,0.00,-0.01,-0.01
83750,0.00,-0.02,-0.01
83778,0.00,-0.01,-0.01
83807,0.00,-0.02,-0.01
83835,0.00,-0.01,-0.01
83864,0.00,-0.02,-0.01
83894,0.00,-0.01,-0.01
83923,0.00,-0.02,-0.01
83951,0.00,-0.01,-0.01
83979,0.00,-0.01,-0.01
84008,0.00,-0.01,-0.01
84036,0.00,-0.01,-0.01
84071,0.00,-0.02,-0.01
84100,0.00,-0.01,-0.01
84130,0.00,-0.01,-0.01
84158,0.00,-0.01,-0.01
84187,0.00,-0.02,-0.01
84215,0.00,-0.01,-0.01
84243,0.00,-0.02,-0.01
84273,0.00,-0.01,-0.01
84302,0.00,-0.02,-0.01
84330,0.00,-0.02,-0.01
84358,0.00,-0.01,-0.01
84386,0.00,-0.01,-0.01
84414,0.00,-0.01,-0.01
84445,0.00,-0.01,-0.01
84473,0.00,-0.01,-0.01
84501,0.00,-0.02,-0.01
84529,0.00,-0.01,-0.01
84558,0.00,-0.01,-0.01
84586,0.00,-0.01,-0.01
84614,0.00,-0.01,-0.01
84645,0.00,-0.01,-0.01
84673,0.00,-0.02,-0.01
84701,0.00,-0.01,-0.01
84729,0.00,-0.01,-0.01
84758,0.00,-0.01,-0.01
84786,0.00,-0.02,-0.01
84816,0.00,-0.01,-0.01
84845,0.00,-0.01,-0.01
84873,0.00,-0.01,-0.01
84901,0.00,-0.02,-0.01
84934,0.00,-0.01,-0.01
84964,0.00,-0.02,-0.01
84992,0.00,-0.01,-0.01
85023,0.00,-0.01,-0.01
85051,0.00,-0.02,-0.01
85079,0.00,-0.02,-0.01
85107,0.00,-0.01,-0.01
85135,0.00,-0.01,-0.01
85164,0.00,-0.02,-0.01
85229,0.00,-0.01,-0.01
85257,0.00,-0.01,-0.01
85285,0.00,-0.02,-0.01
85313,0.01,-0.01,-0.01
85341,0.00,-0.01,-0.02
85370,0.00,-0.01,-0.01
85398,0.00,-0.01,-0.01
85428,0.00,-0.02,-0.01
85456,0.00,-0.02,-0.01
85484,0.00,-0.01,-0.01
85512,0.00,-0.01,-0.02
85540,0.00,-0.02,0.00
85568,0.00,-0.01,-0.02
85599,0.01,-0.01,-0.01
85627,0.00,-0.01,-0.01
85655,0.00,-0.01,-0.01
85683,0.00,-0.01,-0.01
85711,0.00,-0.01,-0.01
85738,0.00,-0.01,-0.01
85766,0.00,-0.01,-0.01
85803,0.00,-0.01,-0.01
85831,0.00,-0.01,-0.01
85859,0.00,-0.02,-0.01
85887,0.00,-0.02,-0.01
85915,0.00,-0.01,0.00
85943,0.00,-0.01,-0.01
